"id","id_mental","indikator_detail"
"257","19","[2. Kreativitas Produktif] Menyesuaikan karya dengan kebutuhan dan tren masyarakat."
"258","19","[3. Mental Entrepreneurial] Berani menawarkan karya kepada publik."
"259","19","[3. Mental Entrepreneurial] Tidak malu menjadikan karya sebagai sumber penghasilan."
"260","19","[4. Kemampuan Branding & Promosi] Mampu memperkenalkan karya dengan cara menarik."
"261","19","[4. Kemampuan Branding & Promosi] Menggunakan media sosial, jaringan, atau platform digital untuk memperluas jangkauan."
"262","19","[5. Konsistensi Produksi] Tidak berhenti berkarya meski belum langsung menghasilkan."
"263","19","[5. Konsistensi Produksi] Menjadikan karya sebagai rutinitas yang berkelanjutan."
"264","19","[6. Adaptasi terhadap Pasar] Peka terhadap kebutuhan konsumen atau audiens."
"265","19","[6. Adaptasi terhadap Pasar] Siap mengubah atau menyesuaikan karya agar lebih diterima."
"266","19","[7. Integrasi Nilai & Etika] Tetap menjaga kehalalan, kejujuran, dan etika dalam monetisasi karya."
"267","19","[7. Integrasi Nilai & Etika] Menjadikan penghasilan dari karya sebagai sarana maslahat, bukan sekadar keuntungan pribadi."
"268","20","[1. Tanya atau Ditanya] Aktif bertanya kepada guru untuk memperjelas materi."
"269","20","[1. Tanya atau Ditanya] Siap ditanya dan mampu menjawab dengan pemahaman, bukan sekadar hafalan."
"270","20","[1. Tanya atau Ditanya] Menjadikan dialog ilmiah sebagai bagian dari ibadah belajar."
"271","20","[2. Menulis Notes (Mencatat, Merangkum, Merespon)] Membuat catatan rapi dan sistematis dengan metode tertentu (layout, Cornell, mindmap)."
"272","20","[2. Menulis Notes (Mencatat, Merangkum, Merespon)] Merangkum inti materi agar mudah dipahami kembali."
"273","20","[2. Menulis Notes (Mencatat, Merangkum, Merespon)] Merespon dengan menambahkan refleksi pribadi atau contoh nyata."
"274","20","[2. Menulis Notes (Mencatat, Merangkum, Merespon)] Menjadikan notes sebagai alat penguatan memori dan pemahaman."
"275","20","[3. Murajaah (Mengulang)] Konsisten mengulang materi agar tidak hilang dari ingatan."
"276","20","[3. Murajaah (Mengulang)] Menjadikan murajaah sebagai rutinitas harian, bukan hanya menjelang ujian."
"277","20","[3. Murajaah (Mengulang)] Menghubungkan murajaah dengan praktik nyata dalam ibadah dan kehidupan."
"278","20","[4. Kesadaran Belajar = Ibadah] Memulai belajar dengan niat mencari ridha Allah."
"279","20","[4. Kesadaran Belajar = Ibadah] Menjadikan setiap aktivitas belajar sebagai bentuk pengabdian."
"280","20","[5. Disiplin & Konsistensi] Menjalankan tiga cara belajar ini secara berkesinambungan."
"281","20","[5. Disiplin & Konsistensi] Tidak mudah lalai atau menunda-nunda."
"282","20","[6. Integrasi Ilmu & Amal] Menjadikan hasil belajar sebagai pedoman dalam akhlak, ibadah, dan dakwah."
"283","20","[6. Integrasi Ilmu & Amal] Tidak berhenti pada teori, tetapi mengamalkan ilmu."
"284","21","[1. Kesadaran Proses] Menyadari bahwa kesuksesan butuh waktu dan tahapan."
"285","21","[1. Kesadaran Proses] Tidak berharap hasil instan tanpa usaha."
"286","21","[2. Kerendahan Hati] Mau menerima posisi awal yang kecil atau sederhana."
"287","21","[2. Kerendahan Hati] Tidak gengsi memulai dari bawah."
"288","21","[3. Kesabaran & Ketekunan] Sabar menjalani proses panjang."
"289","21","[3. Kesabaran & Ketekunan] Tekun berusaha meski hasil belum terlihat."
"290","21","[4. Mental Belajar] Mau belajar dari pengalaman, kegagalan, dan orang lain."
"291","21","[4. Mental Belajar] Menjadikan setiap langkah sebagai kesempatan menambah ilmu."
"292","21","[5. Disiplin Bertahap] Menyusun langkah kecil menuju tujuan besar."
"293","21","[5. Disiplin Bertahap] Konsisten menjalankan tahapan meski tampak lambat."
"294","21","[6. Optimisme Jangka Panjang] Yakin bahwa usaha kecil akan berbuah besar bila terus dijalankan."
"295","21","[6. Optimisme Jangka Panjang] Melihat perjalanan sebagai bagian dari kesuksesan, bukan hanya hasil akhir."
"296","21","[7. Integrasi Nilai Spiritual] Meyakini bahwa jerih payah adalah bagian dari sunnatullah."
"297","21","[7. Integrasi Nilai Spiritual] Menjadikan ikhtiar sebagai ibadah, bukan sekadar ambisi duniawi."
"298","22","[1. Dimanapun] Mampu menjadikan setiap tempat sebagai ruang belajar."
"299","22","[1. Dimanapun] Tidak membatasi belajar hanya di kelas atau sekolah."
"300","22","[1. Dimanapun] Menangkap pelajaran dari lingkungan, pengalaman, dan interaksi sosial."
"301","22","[2. Kapanpun] Memanfaatkan setiap waktu untuk menambah ilmu, baik pagi, siang, maupun malam."
"302","22","[2. Kapanpun] Tidak menunda kesempatan belajar meski hanya sebentar."
"303","22","[2. Kapanpun] Menjadikan belajar sebagai kebiasaan harian, bukan aktivitas musiman."
"304","22","[3. Dalam Keadaan Apapun] Tetap belajar meski dalam kondisi sulit, sibuk, atau lelah."
"305","22","[3. Dalam Keadaan Apapun] Menjadikan ujian hidup sebagai bahan pelajaran."
"306","22","[3. Dalam Keadaan Apapun] Tidak mencari alasan untuk berhenti belajar."
"307","22","[4. Rasa Ingin Tahu Tinggi] Selalu bertanya dan mencari jawaban atas hal-hal baru."
"308","22","[4. Rasa Ingin Tahu Tinggi] Menjadikan rasa penasaran sebagai energi belajar."
"309","22","[5. Adaptif & Fleksibel] Mampu menyesuaikan cara belajar dengan situasi."
"310","22","[5. Adaptif & Fleksibel] Menggunakan berbagai metode: membaca, berdiskusi, menonton, atau praktik langsung."
"311","22","[6. Konsistensi & Disiplin] Menjadikan belajar sebagai rutinitas yang tidak bisa ditinggalkan."
"312","22","[6. Konsistensi & Disiplin] Konsisten meski hasil belum langsung terlihat."
"313","22","[7. Integrasi Nilai Spiritual] Meyakini bahwa belajar adalah ibadah dan perintah Allah."
"314","22","[7. Integrasi Nilai Spiritual] Menjadikan semangat belajar sebagai jalan mendekatkan diri kepada-Nya."
"315","23","[1. Kesadaran Diri] Mengenali bakat, minat, dan kelebihan yang dimiliki."
"316","23","[1. Kesadaran Diri] Mampu menilai potensi secara realistis, bukan sekadar angan-angan."
"317","23","[2. Rasa Syukur & Percaya Diri] Mensyukuri potensi sebagai anugerah Allah."
"318","23","[2. Rasa Syukur & Percaya Diri] Percaya diri menggunakan potensi tanpa merasa rendah diri atau sombong."
"319","23","[3. Perawatan Potensi] Melatih dan mengasah potensi secara konsisten."
"320","23","[3. Perawatan Potensi] Menjaga kesehatan fisik, mental, dan spiritual agar potensi berkembang optimal."
"321","23","[4. Pengembangan Berkelanjutan] Aktif mencari ilmu, pengalaman, dan mentor untuk memperkuat potensi."
"322","23","[4. Pengembangan Berkelanjutan] Tidak puas dengan kemampuan saat ini, selalu ingin bertumbuh."
"323","23","[5. Menggunakan potensi dengan baik] Menggunakan potensi untuk mencapai tujuan yang jelas."
"324","23","[5. Menggunakan potensi dengan baik] Menjadikan potensi sebagai alat untuk memberi manfaat bagi orang lain."
"325","23","[6. Integrasi Nilai & Tujuan Hidup] Memanfaatkan potensi sesuai dengan nilai agama dan akhlak."
"326","23","[6. Integrasi Nilai & Tujuan Hidup] Menjadikan potensi sebagai jalan ibadah dan kontribusi sosial."
"327","23","[7. Evaluasi & Adaptasi] Menilai sejauh mana potensi sudah dimanfaatkan."
"328","23","[7. Evaluasi & Adaptasi] Siap menyesuaikan strategi bila ada hambatan."
"329","24","[1. Punya Tujuan] Memiliki visi hidup yang jelas dan terukur."
"330","24","[1. Punya Tujuan] Menjadikan tujuan sebagai kompas dalam setiap langkah."
"331","24","[1. Punya Tujuan] Tidak mudah terombang-ambing oleh keadaan atau pengaruh luar."
"332","24","[2. Bisa Berubah] Berani meninggalkan kebiasaan lama yang tidak produktif."
"333","24","[2. Bisa Berubah] Fleksibel menghadapi tantangan baru dengan sikap positif."
"334","24","[2. Bisa Berubah] Menjadikan perubahan sebagai peluang untuk tumbuh, bukan ancaman."
"335","24","[3. Bisa Mempertahankan Perubahan] Konsisten menjalankan kebiasaan baru meski godaan kembali ke pola lama muncul."
"336","24","[3. Bisa Mempertahankan Perubahan] Menjadikan perubahan sebagai bagian dari identitas diri."
"337","24","[3. Bisa Mempertahankan Perubahan] Mampu menjaga motivasi dengan disiplin, evaluasi, dan dukungan spiritual."
"338","24","[4. Kesadaran Konsekuensi] Menyadari bahwa setiap pilihan membawa dampak."
"339","24","[4. Kesadaran Konsekuensi] Memilih jalan perubahan dengan penuh tanggung jawab."
"340","24","[5. Integrasi Nilai Spiritual] Menjadikan tujuan, perubahan, dan konsistensi sebagai bentuk ibadah."
"341","24","[5. Integrasi Nilai Spiritual] Meyakini bahwa istiqamah adalah kunci keberhasilan dunia dan akhirat."
"342","25","[1. Mindset Positif] Melihat segala hal dengan sudut pandang optimis."
"343","25","[1. Mindset Positif] Tidak mudah mengeluh, tetapi mencari hikmah di balik kejadian."
"344","25","[2. Fleksibel] Mampu menerima hal baik maupun buruk sebagai bagian dari proses belajar."
"345","25","[2. Fleksibel] Tidak menolak pengalaman baru meski di luar zona nyaman."
"346","25","[3. Kemampuan Refleksi] Selalu mengambil pelajaran dari setiap pengalaman."
"347","25","[3. Kemampuan Refleksi] Menjadikan kesalahan sebagai guru, bukan sebagai alasan putus asa."
"348","25","[4. Rasa Syukur] Mensyukuri setiap keadaan sebagai kesempatan untuk bertumbuh."
"349","25","[4. Rasa Syukur] Tidak membandingkan diri dengan orang lain secara negatif."
"350","25","[5. Orientasi Belajar Seumur Hidup] Menjadikan setiap interaksi, pekerjaan, atau ujian hidup sebagai bahan belajar."
"351","25","[5. Orientasi Belajar Seumur Hidup] Tidak membatasi belajar hanya pada ruang kelas."
"352","25","[6. Integrasi Nilai Spiritual] Meyakini bahwa semua yang terjadi adalah ketetapan Allah yang penuh hikmah."
"353","25","[6. Integrasi Nilai Spiritual] Menjadikan pengalaman sebagai sarana mendekatkan diri kepada-Nya."
"354","25","[7. Ketahanan Emosional] Tidak mudah hancur oleh kegagalan."
"355","25","[7. Ketahanan Emosional] Tetap tenang dan bijak dalam menghadapi ujian."
"356","26","[1. Rasa Memiliki] Merasa dirinya bagian dari pondok pesantren, bukan individu yang terpisah."
"357","26","[1. Rasa Memiliki] Menganggap keberhasilan pesantren sebagai keberhasilan dirinya juga."
"358","26","[2. Keterlibatan Sosial] Aktif berpartisipasi dalam kegiatan pondok."
"359","26","[2. Keterlibatan Sosial] Tidak hanya hadir, tetapi juga memberi kontribusi nyata."
"360","26","[3. Tanggung Jawab Sosial] Menjalankan kewajiban sebagai santri dengan baik."
"361","26","[3. Tanggung Jawab Sosial] Menjaga lingkungan, menaati aturan, dan ikut menjaga ketertiban pesantren."
"362","26","[4. Solidaritas & Empati] Peduli terhadap kesulitan santri lain."
"363","26","[4. Solidaritas & Empati] Ikut merasakan suka dan duka pesantren."
"364","26","[5. Kemampuan Berkolaborasi] Siap bekerja sama demi kepentingan bersama."
"365","26","[5. Kemampuan Berkolaborasi] Menghargai perbedaan pendapat dan mencari solusi bersama."
"366","26","[6. Identitas Sosial Islami] Menjadikan nilai agama sebagai pedoman dalam bermasyarakat."
"367","26","[6. Identitas Sosial Islami] Menunjukkan akhlak mulia dalam interaksi sosial."
"368","26","[7. Orientasi Kontribusi] Tidak hanya memikirkan diri sendiri, tetapi juga manfaat bagi orang lain."
"369","26","[7. Orientasi Kontribusi] Menjadikan keberadaan dirinya sebagai berkah bagi lingkungan."
"370","27","[1. Kesadaran Diri] Menyadari bahwa setiap tindakan adalah catatan dalam “kitab kehidupan.”"
"371","27","[1. Kesadaran Diri] Mampu mengenali kelebihan dan kelemahan diri dengan jujur."
"372","27","[2. Refleksi & Introspeksi] Rutin melakukan muhasabah (evaluasi diri)."
"373","27","[2. Refleksi & Introspeksi] Menuliskan pengalaman hidup sebagai bahan belajar dan perbaikan."
"374","27","[3. Tanggung Jawab Spiritual] Meyakini bahwa catatan hidup kelak akan dipertanggungjawabkan di hadapan Allah."
"375","27","[3. Tanggung Jawab Spiritual] Menjadikan setiap amal sebagai bagian dari kitab yang ingin dibawa ke akhirat."
"376","27","[4. Disiplin Mencatat Kehidupan] Membiasakan diri menulis diary atau catatan pribadi yang fokus pada perjalanan iman, amal, dan akhlak."
"377","27","[4. Disiplin Mencatat Kehidupan] Tidak hanya mencatat keberhasilan, tetapi juga kegagalan sebagai bahan perbaikan."
"378","27","[5. Orientasi Perbaikan Diri] Menjadikan kelemahan sebagai titik awal perubahan."
"379","27","[5. Orientasi Perbaikan Diri] Menyusun langkah untuk memperkuat kelebihan dan menutup kekurangan."
"380","27","[6. Integrasi Ilmu & Amal] Menuliskan bukan hanya pengalaman, tetapi juga hikmah dan pelajaran dari setiap peristiwa."
"381","27","[6. Integrasi Ilmu & Amal] Menghubungkan catatan dengan nilai Qur’an dan Sunnah."
"382","27","[7. Konsistensi & Kejujuran] Konsisten menulis dengan kejujuran, tanpa menutupi kekurangan."
"383","27","[7. Konsistensi & Kejujuran] Menjadikan catatan sebagai cermin diri, bukan sekadar dokumentasi."
"384","28","[1. Kesadaran Spiritual] Menyadari bahwa setiap pikiran dan dorongan tidak netral, ada yang berasal dari malaikat (mendorong kebaikan) dan ada yang dari syaithan (menggoda keburukan)."
"385","28","[1. Kesadaran Spiritual] Peka terhadap bisikan hati yang muncul sebelum bertindak."
"386","28","[2. Kemampuan Membedakan Suara] Bisa mengenali dorongan yang mengajak kepada kebaikan (suara malaikat dan diri yang pro malaikat)."
"387","28","[2. Kemampuan Membedakan Suara] Bisa mengenali dorongan yang mengajak kepada keburukan (suara syaithan dan diri yang pro syaithan)."
"388","28","[3. Kontrol Diri] Tidak langsung mengikuti dorongan hati, tetapi menimbang dengan akal dan syariat."
"389","28","[3. Kontrol Diri] Mampu menolak bisikan negatif meski terasa menggoda."
"390","28","[4. Kecenderungan pada Kebaikan] Lebih sering mengikuti suara malaikat dan diri yang pro malaikat."
"391","28","[4. Kecenderungan pada Kebaikan] Menjadikan kebaikan sebagai pilihan utama meski sulit."
"392","28","[5. Muhasabah (Introspeksi)] Rutin mengevaluasi apakah tindakannya lebih banyak mengikuti bisikan malaikat atau syaithan."
"393","28","[5. Muhasabah (Introspeksi)] Menjadikan introspeksi sebagai alat menjaga kebersihan hati."
"394","28","[6. Integrasi dengan Nilai Agama] Menjadikan Qur’an dan Sunnah sebagai standar untuk menilai suara yang muncul."
"395","28","[6. Integrasi dengan Nilai Agama] Meyakini bahwa suara malaikat adalah dorongan menuju ridha Allah, sedangkan suara syaithan adalah jebakan menuju dosa."
"396","28","[7. Konsistensi dalam Latihan Jiwa] Melatih diri agar suara pro malaikat semakin kuat."
"397","28","[7. Konsistensi dalam Latihan Jiwa] Melemahkan suara pro syaithan dengan dzikir, doa, dan ibadah."
"398","29","[1. Kontrol Emosi & Nafsu] Tidak mudah terbawa emosi atau dorongan sesaat."
"399","29","[1. Kontrol Emosi & Nafsu] Mampu menahan diri dari keinginan yang merusak tujuan jangka panjang."
"400","29","[2. Fokus pada Tujuan] Menjaga konsentrasi pada cita-cita utama."
"401","29","[2. Fokus pada Tujuan] Tidak mudah tergoda oleh hal-hal yang tidak relevan."
"402","29","[3. Disiplin dalam Rutinitas] Konsisten menjalankan kebiasaan baik meski ada godaan untuk malas."
"403","29","[3. Disiplin dalam Rutinitas] Menjadikan disiplin sebagai fondasi kesuksesan."
"404","29","[4. Kemampuan Menunda Kepuasan] Rela menunda kesenangan sesaat demi hasil besar di masa depan."
"405","29","[4. Kemampuan Menunda Kepuasan] Memahami bahwa kesuksesan butuh proses panjang."
"406","29","[5. Kesadaran terhadap Distraksi] Peka terhadap hal-hal yang bisa merusak fokus (media sosial, hiburan berlebihan, lingkungan negatif)."
"407","29","[5. Kesadaran terhadap Distraksi] Mampu mengurangi atau menghindari distraksi tersebut."
"408","29","[6. Integrasi Spiritualitas] Menjadikan ibadah, doa, dan dzikir sebagai cara menguatkan kontrol diri."
"409","29","[6. Integrasi Spiritualitas] Meyakini bahwa menahan godaan adalah bagian dari jihad melawan hawa nafsu."
"410","29","[7. Konsistensi & Istiqamah] Tidak hanya sesaat, tetapi mampu mempertahankan kontrol diri dalam jangka panjang."
"411","30","[1. Kesadaran Situasi] Peka terhadap tanda-tanda atau gejala yang bisa berkembang menjadi masalah."
"412","30","[1. Kesadaran Situasi] Tidak menunggu masalah muncul baru bergerak."
"413","30","[2. Perencanaan ke Depan] Selalu menyiapkan rencana cadangan (plan B, bahkan plan C)."
"414","30","[2. Perencanaan ke Depan] Membuat strategi jangka pendek dan jangka panjang."
"415","30","[3. Kesiapan Menghadapi Risiko] Menyadari bahwa setiap keputusan punya konsekuensi."
"416","30","[3. Kesiapan Menghadapi Risiko] Menyiapkan langkah antisipasi untuk meminimalkan dampak buruk."
"417","30","[4. Fleksibilitas & Adaptasi] Mampu menyesuaikan diri dengan perubahan mendadak."
"418","30","[4. Fleksibilitas & Adaptasi] Tidak panik ketika situasi berbeda dari perkiraan."
"419","30","[5. Proaktif] Bertindak lebih dulu sebelum masalah muncul."
"420","30","[5. Proaktif] Tidak menunggu perintah, tetapi bergerak dengan inisiatif."
"421","30","[6. Evaluasi Berkelanjutan] Rutin menilai kondisi dan memperbaiki strategi."
"422","30","[6. Evaluasi Berkelanjutan] Belajar dari pengalaman agar lebih siap menghadapi masa depan."
"423","30","[7. Integrasi Nilai Spiritual] Meyakini bahwa ikhtiar antisipatif adalah bagian dari amanah."
"424","30","[7. Integrasi Nilai Spiritual] Menggabungkan usaha dengan doa dan tawakal kepada Allah."
"425","31","[1. Time to Pray (Waktu untuk beribadah)] Menjadikan ibadah sebagai prioritas utama dalam jadwal harian."
"426","31","[1. Time to Pray (Waktu untuk beribadah)] Konsisten menjaga shalat tepat waktu dan ibadah lainnya."
"427","31","[1. Time to Pray (Waktu untuk beribadah)] Merasakan ketenangan spiritual sebagai fondasi aktivitas lain."
"428","31","[2. Time to Learn (Waktu untuk belajar)] Menyediakan waktu khusus untuk menambah ilmu setiap hari."
"429","31","[2. Time to Learn (Waktu untuk belajar)] Fokus belajar tanpa terganggu oleh aktivitas lain."
"430","31","[2. Time to Learn (Waktu untuk belajar)] Menjadikan belajar sebagai kebutuhan, bukan sekadar kewajiban."
"431","31","[3. Time to Rest (Waktu untuk istirahat)] Menjaga pola tidur yang sehat dan cukup."
"432","31","[3. Time to Rest (Waktu untuk istirahat)] Memberi tubuh dan pikiran kesempatan untuk pulih."
"433","31","[3. Time to Rest (Waktu untuk istirahat)] Tidak mengorbankan kesehatan demi aktivitas berlebihan."
"434","31","[4. Time to Play (Waktu untuk rekreasi/hiburan)] Menyediakan waktu untuk bersosialisasi, berolahraga, atau hiburan sehat."
"435","31","[4. Time to Play (Waktu untuk rekreasi/hiburan)] Menjadikan permainan sebagai sarana kebahagiaan dan penyegaran, bukan pelarian."
"436","31","[4. Time to Play (Waktu untuk rekreasi/hiburan)] Tetap menjaga batas agar hiburan tidak mengganggu ibadah, belajar, dan istirahat."
"437","31","[5. Kesadaran Prioritas] Mampu menyeimbangkan empat waktu tanpa mengorbankan salah satunya."
"438","31","[5. Kesadaran Prioritas] Menjadikan keseimbangan sebagai gaya hidup, bukan sekadar teori."
"439","31","[6. Disiplin & Konsistensi] Menjalankan jadwal dengan teratur setiap hari."
"440","31","[6. Disiplin & Konsistensi] Tidak mudah tergoda untuk mengabaikan salah satu aspek."
"441","31","[7. Integrasi Nilai Spiritual] Meyakini bahwa keseimbangan empat waktu adalah bagian dari amanah Allah."
"442","31","[7. Integrasi Nilai Spiritual] Menjadikan ibadah sebagai pusat, dan tiga waktu lainnya sebagai pendukung."
"443","32","[1. Kesadaran Nilai] Menyadari bahwa teknologi adalah alat, bukan tujuan."
"444","32","[1. Kesadaran Nilai] Menggunakan teknologi untuk memperkuat ibadah, ilmu, dan produktivitas."
"445","32","[2. Selektif dalam Penggunaan] Memilih aplikasi, konten, dan platform yang bermanfaat."
"446","32","[2. Selektif dalam Penggunaan] Menolak atau menghindari teknologi yang membawa dampak negatif (pornografi, hoaks, adiksi)."
"447","32","[3. Orientasi Maslahat] Menggunakan teknologi untuk memberi manfaat bagi diri dan masyarakat."
"448","32","[3. Orientasi Maslahat] Menjadikan teknologi sebagai sarana dakwah, pendidikan, dan kesejahteraan."
"449","32","[4. Kontrol Diri] Tidak larut dalam penggunaan berlebihan yang merusak fokus."
"450","32","[4. Kontrol Diri] Menetapkan batas waktu dan aturan dalam menggunakan teknologi."
"451","32","[5. Literasi Digital] Memahami cara kerja teknologi, termasuk risiko dan peluangnya."
"452","32","[5. Literasi Digital] Mampu membedakan informasi benar dan salah di dunia digital."
"453","32","[6. Kreativitas Positif] Menghasilkan karya atau konten yang membangun melalui teknologi."
"454","32","[6. Kreativitas Positif] Menjadikan teknologi sebagai sarana inovasi, bukan sekadar konsumsi."
"455","32","[7. Integrasi Nilai Spiritual] Menjadikan teknologi sebagai sarana ibadah dan amal."
"456","32","[7. Integrasi Nilai Spiritual] Meyakini bahwa penggunaan teknologi akan dipertanggungjawabkan di hadapan Allah."
"457","33","[1. Rasa Syukur & Apresiasi] Mensyukuri karya sebagai anugerah kemampuan dari Allah."
"458","33","[1. Rasa Syukur & Apresiasi] Tidak meremehkan hasil karya sendiri meski sederhana."
"459","33","[2. Percaya Diri] Berani menunjukkan karya kepada orang lain tanpa rasa minder."
"460","33","[2. Percaya Diri] Meyakini bahwa karya memiliki nilai unik yang tidak dimiliki orang lain."
"461","33","[3. Tanggung Jawab terhadap Karya] Menjaga kualitas karya dengan sungguh-sungguh."
"462","33","[3. Tanggung Jawab terhadap Karya] Tidak asal-asalan dalam menyelesaikan pekerjaan atau kreativitas."
"463","33","[4. Konsistensi Berkarya] Terus menghasilkan karya baru sebagai bentuk penghargaan terhadap kemampuan diri."
"464","33","[4. Konsistensi Berkarya] Tidak berhenti berkarya hanya karena kritik atau kegagalan."
"465","33","[5. Evaluasi & Perbaikan] Mampu melihat kekurangan karya tanpa merendahkannya."
"466","33","[5. Evaluasi & Perbaikan] Menjadikan evaluasi sebagai jalan untuk meningkatkan kualitas karya."
"467","33","[6. Integrasi Nilai Spiritual] Meyakini bahwa karya adalah amanah yang harus dijaga."
"468","33","[6. Integrasi Nilai Spiritual] Menjadikan karya sebagai sarana ibadah dan kontribusi sosial."
"469","33","[7. Orientasi Manfaat] Menghargai karya dengan cara memanfaatkannya untuk kebaikan."
"470","33","[7. Orientasi Manfaat] Tidak membiarkan karya hanya tersimpan, tetapi digunakan atau dibagikan."
"471","34","[1. Tabayun (Cek Kebenaran)] Tidak langsung percaya pada informasi yang didengar."
"472","34","[1. Tabayun (Cek Kebenaran)] Memverifikasi sumber berita sebelum bereaksi."
"473","34","[1. Tabayun (Cek Kebenaran)] Menghindari fitnah, prasangka, dan tuduhan tanpa bukti."
"474","34","[2. Muhasabah (Introspeksi)] Mengoreksi diri sebelum menyalahkan orang lain."
"475","34","[2. Muhasabah (Introspeksi)] Menyadari bahwa konflik bisa jadi akibat kelemahan pribadi."
"476","34","[2. Muhasabah (Introspeksi)] Berani mengakui kesalahan dan memperbaiki diri."
"477","34","[3. Islah (Berbaikan)] Berusaha mencari solusi damai, bukan memperbesar masalah."
"478","34","[3. Islah (Berbaikan)] Mengutamakan ukhuwah (persaudaraan) di atas ego pribadi."
"479","34","[3. Islah (Berbaikan)] Mencari titik temu yang adil dan maslahat bagi semua pihak."
"480","34","[4. Kedewasaan Emosi] Tidak mudah terpancing amarah."
"481","34","[4. Kedewasaan Emosi] Menyikapi konflik dengan tenang dan bijak."
"482","34","[5. Orientasi Maslahat] Fokus pada kebaikan bersama, bukan kemenangan pribadi."
"483","34","[5. Orientasi Maslahat] Menjadikan konflik sebagai sarana memperkuat hubungan."
"484","34","[6. Integrasi Syariat] Menyelesaikan konflik sesuai tuntunan Al-Qur’an dan Sunnah."
"485","34","[6. Integrasi Syariat] Menjadikan nilai Islam sebagai pedoman dalam berdamai."
